category,title,author,publisher,year,publication_place,page_count,book_url,image_url
history,İran türkləri [fars dilində],Rəsulzadə Məmməd Əmin Ələkbər oğlu,Elm və təhsil,2019,Bakı,116,https://www.preslib.az/az/elibrary/ebook/P6bNrcYF,https://www.ebooks.az/image/cover/P6bNrcYF
history,Кинематография тарихи,Исҳоқов Аъзам,Zilol buloq нашриёти,2019,Тошкент,484,https://www.preslib.az/az/elibrary/ebook/d6E5bPnH,https://www.ebooks.az/image/cover/d6E5bPnH
history,Исторические факты в турецко-армянских отношениях,Ташчыоглу Омер Лютфи,Nobel,2019,Анкара,100,https://www.preslib.az/az/elibrary/ebook/wahsqfv,https://www.ebooks.az/image/cover/wahsqfv
history,Historical Facts in Turkish-Armenian Relations,Taşcıoğlu Ömer Lütfi,Nobel,2019,Ankara,98,https://www.preslib.az/az/elibrary/ebook/rqlmwhj,https://www.ebooks.az/image/cover/rqlmwhj
history,Türk-Ermeni İlişkilerindeki Tarihsel Gerçekler,Taşcıoğlu Ömer Lütfi,Nobel,2019,Ankara,96,https://www.preslib.az/az/elibrary/ebook/xphrumy,https://www.ebooks.az/image/cover/xphrumy
history,"Histoire réelle et la confabulation sur ""la grande Arménie""",Mahmoudov Yagoub,Turkhan,2019,Bakou,156,https://www.preslib.az/az/elibrary/ebook/Yv28qZl,https://www.ebooks.az/image/cover/Yv28qZl
history,Ulu baban kim olub?: III kitab,,Kooperasiya nəşriyyatı,2019,Bakı,64,https://www.preslib.az/az/elibrary/ebook/njzfqtg,https://www.ebooks.az/image/cover/njzfqtg
history,Ulu baban kim olub?: IV kitab,,Kooperasiya nəşriyyatı,2019,Bakı,64,https://www.preslib.az/az/elibrary/ebook/lfsenya,https://www.ebooks.az/image/cover/lfsenya
history,Ulu baban kim olub?: V kitab,,Kooperasiya nəşriyyatı,2019,Bakı,64,https://www.preslib.az/az/elibrary/ebook/uzyrxsp,https://www.ebooks.az/image/cover/uzyrxsp
history,Slavyan ölkələri tarixi: 1917-2015,Baxşəliyev Tahir Şamil oğlu,Şərq-Qərb,2018,Bakı,872,https://www.preslib.az/az/elibrary/ebook/qdejvsy,https://www.ebooks.az/image/cover/qdejvsy
history,Gürcüstan: daxili ictimai-siyasi şərait,"Ömərov Vahid, Kəlbizadə Elnur Həşim oğlu, Mirzəyeva Nəsibə",Mütərcim,2018,Bakı,168,https://www.preslib.az/az/elibrary/ebook/qkzirtw,https://www.ebooks.az/image/cover/qkzirtw
history,Mərkəzi Rusiyanın Türk coğrafiyası,Nuriyeva Minaxanım Allahşükür qızı,Zərdabi LTD MMC,2018,Bakı,280,https://www.preslib.az/az/elibrary/ebook/oxvcbpk,https://www.ebooks.az/image/cover/oxvcbpk
history,Arxeoloji lüğət,Dostiyev Tarix,Elm və təhsil,2018,Bakı,324,https://www.preslib.az/az/elibrary/ebook/Bgh0CP5,https://www.ebooks.az/image/cover/Bgh0CP5
history,Kurtuluşunun 100. Yılında Erzurum ve ermeniler,Kürkçüoğlu Erol,Zafer Medya,2018,Erzurum,398,https://www.preslib.az/az/elibrary/ebook/qaobfwc,https://www.ebooks.az/image/cover/qaobfwc
history,Əfqanıstan: Sovet işğalından Amerika müdaxiləsinə,Məhəmmədi Məsiağa,2017,,Bakı,220,https://www.preslib.az/az/elibrary/ebook/9CmEciPt,https://www.ebooks.az/image/cover/9CmEciPt
history,"""Müsəlman ermənilər"": regionda geosiyasi oyunların yeni iştirakçıları",Qurbanov Araz,Avropa nəşriyyatı,2017,Bakı,404,https://www.preslib.az/az/elibrary/ebook/iJ7Wc5VZ,https://www.ebooks.az/image/cover/iJ7Wc5VZ
history,Qafqaz xalqları tarixinin mənbəşünaslığı,"Məmmədova Şəlalə, Məmmədli Şəhla",ADPU nəşriyyatı,2017,Bakı,400,https://www.preslib.az/az/elibrary/ebook/surgtma,https://www.ebooks.az/image/cover/surgtma
history,Turan sivilizasiyasına giriş: Turan məfkurəsi və tanrıçılıq,Ələkbərli Faiq Qəzənfər oğlu,XAN nəşriyyatı,2017,Bakı,512,https://www.preslib.az/az/elibrary/ebook/xlufkgs,https://www.ebooks.az/image/cover/xlufkgs
history,Arilərin türk mənşəyi,Cəfərsoy İlhami,Azərnəşr,2017,Bakı,168,https://www.preslib.az/az/elibrary/ebook/9EUVO46,https://www.ebooks.az/image/cover/9EUVO46
history,"""Region tarixi"" fənnindən dərs vəsaiti","Zülfüqarlı Məhərrəm Paşa oğlu, Əsədova Minaxanım",Mekan Serves NN MMC,2017,Bakı,93,https://www.preslib.az/az/elibrary/ebook/RgP8Dx6,https://www.ebooks.az/image/cover/RgP8Dx6
history,Polşanın müasir tarixi: XX əsrin sonları-XXI əsrin əvvəlləri,Məmmədov Habil Nurkişi oğlu,Mütərcim,2017,Bakı,152,https://www.preslib.az/az/elibrary/ebook/0V2Urob,https://www.ebooks.az/image/cover/0V2Urob
history,Atalardan Galan Xazinə: Ahıskalı Türklerin Sosyal Medeni Hayat Tarihi,"Piriyev Allahverdi Hüseyin oğlu, Piriyeva Sevil Allahverdi qızı",Pozitif,2017,Istanbul,417,https://www.preslib.az/az/elibrary/ebook/FaDe9jdx,https://www.ebooks.az/image/cover/FaDe9jdx
history,Hindistan etnoqrafiyası: maddi mədəniyyət: I cild,Əliyev-Ayvazalı Bəhmən,Elm və təhsil,2017,Bakı,244,https://www.preslib.az/az/elibrary/ebook/Iit1ewQV,https://www.ebooks.az/image/cover/Iit1ewQV
history,Türk dünyası: I kitab: Türk sivilizasiyasının təməl dəyərləri,Feyziyev Cavanşir Əyyub oğlu,Mütərcim,2017,Bakı,280,https://www.preslib.az/az/elibrary/ebook/mlodsvg,https://www.ebooks.az/image/cover/mlodsvg
history,Hindistan etnoqrafiyası: mənəvi mədəniyyət: II cild,Əliyev-Ayvazalı Bəhmən,Elm və təhsil,2017,Bakı,234,https://www.preslib.az/az/elibrary/ebook/DJycBUf8,https://www.ebooks.az/image/cover/DJycBUf8
history,Dünya azərbaycanlılarının palitrası,Hüseynzadə Fuad Abı oğlu,Apostrof,2016,Bakı,436,https://www.preslib.az/az/elibrary/ebook/E6NWTCXm,https://www.ebooks.az/image/cover/E6NWTCXm
history,Təbriz şəhərinin maddi mədəniyyəti: tarixi-etnoqrafik tədqiqat,Məmmədova İlhamə Gülbala qızı,Çaşıoğlu,2016,Bakı,500,https://www.preslib.az/az/elibrary/ebook/evyrkbj,https://www.ebooks.az/image/cover/evyrkbj
history,Армянство: мировосприятие и функция в геополитике мировых держав,Абдуллаев Акиф Агабала оглы,Bestpack,2016,Баку,221,https://www.preslib.az/az/elibrary/ebook/3DukxSFE,https://www.ebooks.az/image/cover/3DukxSFE
history,"Türk, ya erməni soyqırımı?",Nərimanoğlu Hacı,QHT nəşriyyatı,2015,Bakı,73,https://www.preslib.az/az/elibrary/ebook/sgoefxHR,https://www.ebooks.az/image/cover/sgoefxHR
history,"Ey insanlar, hamınız türksünüz!",Matlok Gene de,XAN nəşriyyatı,2015,Bakı,320,https://www.preslib.az/az/elibrary/ebook/vzqwpei,https://www.ebooks.az/image/cover/vzqwpei
history,Ermənilər Cənubi Qafqazda,Şahmuradov Aqil,CBS Polygraphic Production,2015,Bakı,136,https://www.preslib.az/az/elibrary/ebook/T0qXHAm,https://www.ebooks.az/image/cover/T0qXHAm
history,Mədəniyyətlərin beşiyi: Təbriz,Əli Polad,Novruz,2015,İstanbul,855,https://www.preslib.az/az/elibrary/ebook/mXDszQx,https://www.ebooks.az/image/cover/mXDszQx
history,Hun minilliyi: b.e.ə. IV - b.e.ə. VI əsrlərdə türk dünyası,Nəcəf Əkbər,TEAS Press,2015,Bakı,460,https://www.preslib.az/az/elibrary/ebook/WSc2Fgw,https://www.ebooks.az/image/cover/WSc2Fgw
history,Abbasilər dövründə türklər,Çingizoğlu Ənvər,Mütərcim,2015,Bakı,408,https://www.preslib.az/az/elibrary/ebook/61Szc4e,https://www.ebooks.az/image/cover/61Szc4e
history,"Фальшивая ""История хайев"" Моисея Хоренского",Исламов Аббас,Елм и Тахсил,2015,Баку,285,https://www.preslib.az/az/elibrary/ebook/AgaVH8Gi,https://www.ebooks.az/image/cover/AgaVH8Gi
history,Туркестан и Южный Кавказ XIX-XX в.в.: дашнаки от Ферганы до Карабаха,Саламов Шухрат Насырович,Янги аср авлоди,2015,Ташкент,304,https://www.preslib.az/az/elibrary/ebook/j6GzZs8K,https://www.ebooks.az/image/cover/j6GzZs8K
history,Türk-ermeni ilişkilerinin yarın,,Yedıtepe Yayınevi,2015,İstanbul,328,https://www.preslib.az/az/elibrary/ebook/kzyelcw,https://www.ebooks.az/image/cover/kzyelcw
history,Antropologiya,"Məmmədov Hüseyn Qaraxan oğlu, Tağıyev Arif İslam oğlu",2014,,Bakı,373,https://www.preslib.az/az/elibrary/ebook/fq6N2CY5,https://www.ebooks.az/image/cover/fq6N2CY5
history,Almaniyanın yeni və müasir tarixi,Baxışov Məmmədağa Ələkbər oğlu,AzTU,2014,Bakı,149,https://www.preslib.az/az/elibrary/ebook/jJV8N5l2,https://www.ebooks.az/image/cover/jJV8N5l2
history,Gürcüstan-Azərbaycan elləri,İbrahimov Eldəniz Rza oğlu,Şərq-Qərb,2014,Bakı,312,https://www.preslib.az/az/elibrary/ebook/zaywiju,https://www.ebooks.az/image/cover/zaywiju
history,"Real tarix və ""Böyük Ermənistan"" uydurması",Mahmudov Yaqub Mikayıl oğlu,Turxan NPB,2014,Bakı,144,https://www.preslib.az/az/elibrary/ebook/NleUiO8,https://www.ebooks.az/image/cover/NleUiO8
history,"""Erməni məsələsi""ndən ""erməni soyqırımı""na: gerçək tarix axtarışında: 1724-1920",Qasımlı Musa Cəfər oğlu,Mütərcim,2014,Bakı,464,https://www.preslib.az/az/elibrary/ebook/2Ll5E0Q,https://www.ebooks.az/image/cover/2Ll5E0Q
history,Urumlar: tarix və folklor,Hacılı Asif Abbas oğlu,Mütərcim,2014,Bakı,104,https://www.preslib.az/az/elibrary/ebook/OIGpEZy,https://www.ebooks.az/image/cover/OIGpEZy
history,"Real history and confabulation on ""great Armenia""",Mahmudov Yagub Mikayil,Turkhan,2014,Baku,152,https://www.preslib.az/az/elibrary/ebook/OERzibC,https://www.ebooks.az/image/cover/OERzibC
history,Кавказ и армяне,Гусейн-заде Рауф Алишир оглы,Апострофф,2014,Баку,486,https://www.preslib.az/az/elibrary/ebook/VT0bJzAy,https://www.ebooks.az/image/cover/VT0bJzAy
history,"Реальная история и вымысел о ""Великой Армении""",Махмудов Ягуб Микаил оглы,ОО Азербайджанские историки,2014,Баку,148,https://www.preslib.az/az/elibrary/ebook/G7I0tEd,https://www.ebooks.az/image/cover/G7I0tEd
history,Orta əsrlər tarixi: tarix fakültəsində tədris edilən kurs üzrə bakalavr hazırlığı üçün testlər: I hissə,Mehdiyeva Aytən Əli qızı,ADPU nəşriyyatı,2014,Bakı,476,https://www.preslib.az/az/elibrary/ebook/QGhIqy1,https://www.ebooks.az/image/cover/QGhIqy1
history,Orta əsrlər tarixi: tarix fakültəsində tədris edilən kurs üzrə bakalavr hazırlığı üçün testlər: II hissə,Mehdiyeva Aytən Əli qızı,ADPU nəşriyyatı,2014,Bakı,282,https://www.preslib.az/az/elibrary/ebook/fKLOabs,https://www.ebooks.az/image/cover/fKLOabs
history,İran türkləri,Rəsulzadə Məmməd Əmin Ələkbər oğlu,Təknur,2013,Bakı,100,https://www.preslib.az/az/elibrary/ebook/tU3NRdTw,https://www.ebooks.az/image/cover/tU3NRdTw
history,Qafqaz səyahətləri,Simens Verner fon,Turxan NPB,2013,Bakı,144,https://www.preslib.az/az/elibrary/ebook/309CbHfk,https://www.ebooks.az/image/cover/309CbHfk
history,Daşbaba: türkün qan yaddaşı,Cəlilov Firudin Ağası oğlu,Hərbi Nəşriyyat,2013,Bakı,138,https://www.preslib.az/az/elibrary/ebook/qxJszX0U,https://www.ebooks.az/image/cover/qxJszX0U
history,Oğuzlar: türkmənlər,Sümər Faruq,MBM,2013,Bakı,456,https://www.preslib.az/az/elibrary/ebook/pc1POjWt,https://www.ebooks.az/image/cover/pc1POjWt
history,Qondarma erməni soyqırımı faktların dili ilə,Cəfərov Taleh Vəzir oğlu,Apostrof,2013,Bakı,217,https://www.preslib.az/az/elibrary/ebook/7n5ENlBo,https://www.ebooks.az/image/cover/7n5ENlBo
history,Yenə vətən yaxşı: tarixi sənədli publisistik povest,Aslanov Lətif  Ənvər oğlu,Oğuz Eli,2013,Bakı,213,https://www.preslib.az/az/elibrary/ebook/B7KRmqL1,https://www.ebooks.az/image/cover/B7KRmqL1
history,Tiflis quberniyasında azərbaycanlılara qarşı 1905-ci il kütləvi qırğınları,Valehoğlu Fəxri,Turxan NPB,2013,Bakı,240,https://www.preslib.az/az/elibrary/ebook/lciyown,https://www.ebooks.az/image/cover/lciyown
history,Qədim türk hökmdarları,Hüseynli Asif Vasib oğlu,Nərgiz,2013,Bakı,96,https://www.preslib.az/az/elibrary/ebook/lyregcw,https://www.ebooks.az/image/cover/lyregcw
history,Türk xalqlarının tarixi,Muxtarova Əsməd İmamməmməd qızı,Adiloğlu,2013,Bakı,446,https://www.preslib.az/az/elibrary/ebook/tknlxwd,https://www.ebooks.az/image/cover/tknlxwd
history,Avropada Azərbaycan diasporu,Raqifoğlu Rövşən,Mütərcim,2013,Bakı,312,https://www.preslib.az/az/elibrary/ebook/cLEbgV4,https://www.ebooks.az/image/cover/cLEbgV4
history,Tarix yaradan şəxsiyyətlər salnaməsi,Abdullayev Arzu,Elm və təhsil,2013,Bakı,244,https://www.preslib.az/az/elibrary/ebook/SCH9aKD,https://www.ebooks.az/image/cover/SCH9aKD
history,Социально-культурные ценности скифов: древних ашгузов / ишкузов / гузов,Гасанов Заур,Prosper Print,2013,Астана,392,https://www.preslib.az/az/elibrary/ebook/wfejqng,https://www.ebooks.az/image/cover/wfejqng
history,Ərəb ölkələrinin çağdaş tarixi: I hissə: Asiyanın ərəb ölkələri,"İsmayılov Rafiq  İsmayıl oğlu, Axundova Nərgiz Çingiz qızı, Bağırova Aida",Xəzər Universiteti nəşriyyatı,2013,Bakı,400,https://www.preslib.az/az/elibrary/ebook/gBTzt2GK,https://www.ebooks.az/image/cover/gBTzt2GK
history,Almaniya və İtaliyanın ən yeni tarixi: 1918-2010-cu illər,"Mustafayeva Səmayə, Cavadova Zərifə, Hüseynli Raminə",ADPU nəşriyyatı,2012,Bakı,289,https://www.preslib.az/az/elibrary/ebook/ust67TzN,https://www.ebooks.az/image/cover/ust67TzN
history,Böyük Türklər,Çingizoğlu Ceyhun,2012,,Bakı,328,https://www.preslib.az/az/elibrary/ebook/pcsnxil,https://www.ebooks.az/image/cover/pcsnxil
history,"Axısqa türkləri: dil, tarix və folklor",Kazımov İsmayıl Babaş oğlu,Elm və təhsil,2012,Bakı,492,https://www.preslib.az/az/elibrary/ebook/RFxvSEL,https://www.ebooks.az/image/cover/RFxvSEL
history,Troyalılar türk idilər,Qaraşarlı Çingiz Məmməd oğlu,Elm və təhsil,2012,Bakı,80,https://www.preslib.az/az/elibrary/ebook/NU4blCI,https://www.ebooks.az/image/cover/NU4blCI
history,Tarix Şumerdə başlayır: yazılı tarixdə otuz doqquz ilk,Kramer Samuel Noah,Mütərcim,2012,Bakı,434,https://www.preslib.az/az/elibrary/ebook/FvjqMU8,https://www.ebooks.az/image/cover/FvjqMU8
history,Türklər: tarixi oçerklər,Qasımlı Aydın Mədətoğlu,2012,,Bakı,545,https://www.preslib.az/az/elibrary/ebook/F2uXfAB,https://www.ebooks.az/image/cover/F2uXfAB
history,El Objectivo del Terror Armenio - los Monumentos de la Cultura Material del Pueblo Azerbaiyano,"Neymat M.S., Kulieva V.A.",2012,,Baku,40,https://www.preslib.az/az/elibrary/ebook/FNixrUMT,https://www.ebooks.az/image/cover/FNixrUMT
history,Кавказ и великие тюркские империи,"Ахундова Наргиз Чингиз кызы, Гусейн-заде Рауф Алишир оглы",2012,,Баку,293,https://www.preslib.az/az/elibrary/ebook/A86fhRqs,https://www.ebooks.az/image/cover/A86fhRqs
history,"Кавказская Конфедерация в официальных декларациях, тайной переписке и секретных документах движения ""Прометей""",,Социально-политическая МЫСЛЬ,2012,Москва,240,https://www.preslib.az/az/elibrary/ebook/1acHuWDf,https://www.ebooks.az/image/cover/1acHuWDf
history,Разрушители фальсификаций: Т.1,Ахундов Фуад,Azer-Globe,2012,Баку,286,https://www.preslib.az/az/elibrary/ebook/ujcrsan,https://www.ebooks.az/image/cover/ujcrsan
history,Ümumi tarix: II kitab: XIX-XXI əsrin əvvəlləri,Mustafazadə Tofiq Teyyub oğlu,Victori NPM,2012,Bakı,830,https://www.preslib.az/az/elibrary/ebook/QNe3D5U,https://www.ebooks.az/image/cover/QNe3D5U
history,Erkən Elam cəmiyyəti: siyasi-iqtisadi münasibətlər və yazı tarixi: e.ə. IV-III minillliklər,Əlimirzəyev Allahverdi Nüsi oğlu,Şərq-Qərb,2011,Bakı,264,https://www.preslib.az/az/elibrary/ebook/oUvxZ2PH,https://www.ebooks.az/image/cover/oUvxZ2PH
history,Türklər və ermənilər: erməni məsələsi üzrə rəhbərlik,"Makkarti Castin, Makkarti Karolin",Səda,2011,Bakı,192,https://www.preslib.az/az/elibrary/ebook/pQODzqYI,https://www.ebooks.az/image/cover/pQODzqYI
history,Türk xalqlarının tarixi,Süleymanova Sevda,Elm və təhsil,2011,Bakı,352,https://www.preslib.az/az/elibrary/ebook/oekztsb,https://www.ebooks.az/image/cover/oekztsb
history,"Erkən türklər, yaxud Şumer kilidinə türk açarı",Cəbiyev Rizvan İsrafil oğlu,Nərgiz nəşriyyatı,2011,Bakı,480,https://www.preslib.az/az/elibrary/ebook/xnphwet,https://www.ebooks.az/image/cover/xnphwet
history,Avropa ölkələrinin orta əsrlər tarixi üzrə xronoloji icmal,Məlikov Amil,Adiloğlu,2011,Bakı,132,https://www.preslib.az/az/elibrary/ebook/cfVNw8L,https://www.ebooks.az/image/cover/cfVNw8L
history,Qədim türklər və passionarlıq nəzəriyyəsi L.N. Qumilyovun tədqiqatlarında,Yunus Oğuz,Şərq-Qərb,2011,Bakı,192,https://www.preslib.az/az/elibrary/ebook/Y6OJcrI,https://www.ebooks.az/image/cover/Y6OJcrI
history,Orta əsrlərdə Avrasiyanın ticarət əlaqələri,Gözəlova Yeganə,Təhsil,2011,Bakı,296,https://www.preslib.az/az/elibrary/ebook/FzoR4tE,https://www.ebooks.az/image/cover/FzoR4tE
history,The Turkic Civilization Lost in the Mediterranean Basin,Garasharly Chingiz,Indigo,2011,Baku,148,https://www.preslib.az/az/elibrary/ebook/JrBYwH3f,https://www.ebooks.az/image/cover/JrBYwH3f
history,Armenians. Russia. The Caucasus,Marjanli Musa,Khazar University Press,2011,Dubai,79,https://www.preslib.az/az/elibrary/ebook/Rxc5YCK2,https://www.ebooks.az/image/cover/Rxc5YCK2
history,Рапорт генерал-майора Болховитинова о деятельности армянских вооруженных отрядов в Турции и Закавказье в Первую Мировую войну,,Азернешр,2011,Баку,144,https://www.preslib.az/az/elibrary/ebook/BZSRVw5u,https://www.ebooks.az/image/cover/BZSRVw5u
history,"""Многострадальная Армения"": мифы и реальность","Мархулиа Гурам, Нуриева Шабнам",2011,,Баку,344,https://www.preslib.az/az/elibrary/ebook/yNer2Vit,https://www.ebooks.az/image/cover/yNer2Vit
history,Армянский вопрос в 120 документах из российских государственных архивов,Перинчек Мехмет Бора,Лаборатория Книги,2011,Москва,256,https://www.preslib.az/az/elibrary/ebook/ekF8J3GX,https://www.ebooks.az/image/cover/ekF8J3GX
history,Армянство. Россия. Кавказ,Марджанлы Муса,Флинта,2011,Москва,96,https://www.preslib.az/az/elibrary/ebook/NoY365AO,https://www.ebooks.az/image/cover/NoY365AO
history,Политические и государственные деятели стран Центральной и Восточной Европы: вторая половина XX века: биографический справочник,Гусейнова Лала Джавид кызы,Сабах,2011,Баку,142,https://www.preslib.az/az/elibrary/ebook/2mqrIRjQ,https://www.ebooks.az/image/cover/2mqrIRjQ
history,Türk xalqlarının tarixi: II hissə,Qurbanov Ramin Müsü oğlu,İqtisad Universiteti nəşriyyatı,2011,Bakı,216,https://www.preslib.az/az/elibrary/ebook/mwtxgcu,https://www.ebooks.az/image/cover/mwtxgcu
history,Ümumdünya tarixi: III kitab,Orucov Telman,Adiloğlu,2011,Bakı,688,https://www.preslib.az/az/elibrary/ebook/prXt4UP,https://www.ebooks.az/image/cover/prXt4UP
history,Asiya və Afrika ölkələrinin orta əsrlər tarixi,Axundova Nərgiz Çingiz qızı,Adiloğlu,2010,Bakı,327,https://www.preslib.az/az/elibrary/ebook/hrF1Rb7S,https://www.ebooks.az/image/cover/hrF1Rb7S
history,Gürcüstan Respublikasında azərbaycanlıların sosial-iqtisadi və ictimai-siyasi vəziyyəti,Sadıqov Məmməd Oruc oğlu,Təhsil,2010,Bakı,168,https://www.preslib.az/az/elibrary/ebook/pxgtycf,https://www.ebooks.az/image/cover/pxgtycf
history,Qafqazın alman əhalisi: ictimai-siyasi həyatı: 1860-1921,Ağasiyev İkram,Şərq-Qərb,2010,Bakı,252,https://www.preslib.az/az/elibrary/ebook/zofxvhe,https://www.ebooks.az/image/cover/zofxvhe
history,Türk xalqlarının tarixi: yeni dövr: XIX-XX əsrin əvvəlləri,Mehdiyeva Nisbət Canməmməd qızı,2010,,Bakı,352,https://www.preslib.az/az/elibrary/ebook/nwjdlae,https://www.ebooks.az/image/cover/nwjdlae
